airline_sentiment,negativereason,airline,airline_sentiment_gold,name,retweet_count,text,tweet_created,tweet_id,tweet_location,user_timezone
positive,,Southwest,,DustinSoper,0,@SouthwestAir Thanks a ton!,2/17/15 9:57,5.67745E+17,"Nashville, TN",Eastern Time (US & Canada)
positive,,Southwest,,PaytonTaylor129,1,@SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR,2/17/15 9:55,5.67744E+17,"Nashville, TN",Quito
neutral,,Southwest,,DustinSoper,0,"@SouthwestAir Hi! Thanks! Do you have an exact link to that specific page on your site you can share - or is it under ""Flight Status"":? Thx!",2/17/15 9:50,5.67743E+17,"Nashville, TN",Eastern Time (US & Canada)
neutral,,Southwest,,XTREMELYSERIOUS,0,@SouthwestAir @NotPghTimothy no exceptions for national awards?,2/17/15 9:45,5.67742E+17,Pittsburgh PA,Quito
neutral,,Southwest,,taesaunt24,0,@SouthwestAir any idea on flights to Nashville tomorrow being clear or Cancelled Flightled,2/17/15 9:45,5.67742E+17,,Central Time (US & Canada)
positive,,Southwest,,MzQdotFore,0,@SouthwestAir is having a sale! I'm delighted!,2/17/15 9:43,5.67741E+17,"Minneapolis, Minnesota ",Mountain Time (US & Canada)
positive,,Southwest,,asepopo,0,@SouthwestAir about time! Thank you!,2/17/15 9:43,5.67741E+17,,Eastern Time (US & Canada)
positive,,Southwest,,harrngtn,0,@SouthwestAir Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me.,2/17/15 9:40,5.6774E+17,"Austin, TX",Central Time (US & Canada)
neutral,,Southwest,,aaronkivett,0,@SouthwestAir @gruber Finally.,2/17/15 9:39,5.6774E+17,"Overland Park, KS",
positive,,Southwest,,joepalko,0,@SouthwestAir you guys are awesome... #dontchangeathing #luv,2/17/15 9:38,5.6774E+17,"Delray Beach, FL",Eastern Time (US & Canada)
positive,,Southwest,,Bkloomer,0,@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.,2/17/15 9:38,5.6774E+17,,Central Time (US & Canada)
negative,Flight Booking Problems,Southwest,,clements221,0,@SouthwestAir Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter? thanks you.,2/17/15 9:37,5.6774E+17,,
negative,Can't Tell,Southwest,,clements221,0,@SouthwestAir Thank you.  Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter?,2/17/15 9:36,5.67739E+17,,
neutral,,Southwest,,DaxJeter,0,@SouthwestAir the 5:50 is sold out too?,2/17/15 9:36,5.67739E+17,"Nashville,TN",
neutral,,Southwest,,DaxJeter,0,@SouthwestAir myself and 2 others,2/17/15 9:33,5.67739E+17,"Nashville,TN",
negative,Cancelled Flight,Southwest,,clements221,0,"@SouthwestAir can you follow me? Flight Cancelled Flightled, can't rebook online, been on hold for 2 hours.  Would love to DM flight info. Thank you.",2/17/15 9:33,5.67739E+17,,
negative,Customer Service Issue,Southwest,,leahennessy,0,@SouthwestAir I also find it ridiculous that I've been tweeting to you since 3:50 AM EST and have still received no response. 9 hours?,2/17/15 9:32,5.67738E+17,"Cambridge, MA",
negative,Cancelled Flight,Southwest,,etachoir,0,@southwestair Thanks. Yes I got through. Biggest frustration is that I'm no longer able to check in online for my flight after 4 Cancelled Flights.,2/17/15 9:32,5.67738E+17,"Brooklyn, NY",Eastern Time (US & Canada)
negative,Customer Service Issue,Southwest,,leahennessy,0,"@SouthwestAir why are flights still getting out of Logan now? You couldn't manage to get one out at 6 AM, when it wasn't snowing!",2/17/15 9:31,5.67738E+17,"Cambridge, MA",
negative,Customer Service Issue,Southwest,,caralageson,0,@SouthwestAir 45mins wait on the phone with no option for a callback? Finally had to hang up because my phone was dying. #customerservice,2/17/15 9:31,5.67738E+17,"Cleveland, Ohio",Central Time (US & Canada)
neutral,,Southwest,,AirTraffic101,0,@SouthwestAir landing early morning @BWI_Airport after snowfall. http://t.co/apRZsPxigE,2/17/15 9:30,5.67738E+17,"Ellicott City, Maryland",Eastern Time (US & Canada)
positive,,Southwest,,StarkTTT,0,@SouthwestAir and thanks!,2/17/15 9:29,5.67738E+17,Ch̢teau d'If,Central Time (US & Canada)
neutral,,Southwest,,StarkTTT,0,@SouthwestAir sure. Fhk2te. Am scheduled to leave this weekend but need to push to October,2/17/15 9:29,5.67738E+17,Ch̢teau d'If,Central Time (US & Canada)
positive,,Southwest,,kforbriger,0,"@SouthwestAir its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx",2/17/15 9:29,5.67738E+17,Philly,Eastern Time (US & Canada)
neutral,,Southwest,,JimmyCarrigan85,0,"@SouthwestAir I noticed the rates increased a few days ago, or the promotion ended. Any idea when another promotion will be coming?? Thanks!",2/17/15 9:29,5.67738E+17,"Chicago, IL",
negative,Can't Tell,Southwest,,jjenreich,0,@SouthwestAir no flights out of #nashville today? Are you kidding me?!?! Why are other airlines flying and you're not?! So frustrated!!,2/17/15 9:28,5.67737E+17,Fort Lauderdale,Central Time (US & Canada)
neutral,,Southwest,,DaxJeter,0,@SouthwestAir I am but it says yall are sold out. Me &amp; My coworkers would need to get out first available,2/17/15 9:28,5.67737E+17,"Nashville,TN",
negative,Customer Service Issue,Southwest,,StarkTTT,0,@SouthwestAir I'm trying to change a family vacation due to Measles outbreak and haven't been able to get anyone on the phone. Any help?,2/17/15 9:26,5.67737E+17,Ch̢teau d'If,Central Time (US & Canada)
neutral,,Southwest,,KatieAmmon,0,@SouthwestAir F5R3ZZ,2/17/15 9:23,5.67736E+17,,Eastern Time (US & Canada)
positive,,Southwest,,andicrawford,0,.@SouthwestAir you've got a mess here at DTW but your staff is doing great.,2/17/15 9:22,5.67736E+17,Michigan,Eastern Time (US & Canada)
negative,Cancelled Flight,Southwest,,Masterpeacefull,0,@SouthwestAir @challemann flying to LGA in the dead of winter? #jvstatus EWR &amp; JFK is always the intelligent option.,2/17/15 9:21,5.67736E+17,,Central Time (US & Canada)
positive,,Southwest,,chaseagiles,0,@SouthwestAir Great job with the Passbook integration! It۪ll really help streamline the commute to San Fran! ____,2/17/15 9:21,5.67735E+17,"Midvale, UT",Mountain Time (US & Canada)
negative,Customer Service Issue,Southwest,,KatieAmmon,0,@SouthwestAir I need to reschedule a flight and I've been on hold for almost an hour. This is ridiculous. Is there a best number to call?,2/17/15 9:20,5.67735E+17,,Eastern Time (US & Canada)
negative,Can't Tell,Southwest,,81FSUnole,0,. @SouthwestAir condescension must be a quality your co rewards. Your tone reeks of it,2/17/15 9:18,5.67735E+17,"Chapel Hill, NC",Eastern Time (US & Canada)
positive,,Southwest,,MrDavidLombardi,0,@SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!,2/17/15 9:16,5.67734E+17,AZ - USA,Arizona
neutral,,Southwest,,laurenproberts,0,@SouthwestAir - any update on flights in to BNA today?,2/17/15 9:15,5.67734E+17,"Nashville, TN",
neutral,,Southwest,,joepalko,0,@SouthwestAir damn weather messing up everything #serenitynow,2/17/15 9:15,5.67734E+17,"Delray Beach, FL",Eastern Time (US & Canada)
neutral,,Southwest,,JasenVinlove,0,@SouthwestAir could you tell me if any upgrades are available on a flight out of STL tomorrow morning.,2/17/15 9:15,5.67734E+17,St. Louis,Central Time (US & Canada)
negative,Customer Service Issue,Southwest,,KayyRahh_xo,0,"@SouthwestAir disappointed with customer service right now, my flight was only one Cancelled Flightled at my airport &amp; now I'm losing 2 days from trip",2/17/15 9:15,5.67734E+17,,Eastern Time (US & Canada)
negative,Customer Service Issue,Southwest,,Loley9,0,"@SouthwestAir been on hold for over an hour.....not cool, you guys.",2/17/15 9:13,5.67734E+17,"Dallas, TX",Central Time (US & Canada)
negative,Customer Service Issue,Southwest,,iBrianWeaver,0,@SouthwestAir I've been on hold for an hour &amp; a half trying to change my flight to BNA. Not very happy with customer service right now!!!!!!,2/17/15 9:09,5.67733E+17,"Nashville, TN",Central Time (US & Canada)
neutral,,Southwest,,challemann,0,"@SouthwestAir Got it, thanks. Any insight into what will happen tomorrow?",2/17/15 9:08,5.67732E+17,New York,Eastern Time (US & Canada)
neutral,,Southwest,,theokatzman,2,@SouthwestAir any chance of adding LAX-&gt;JFK direct any time in the future?,2/17/15 9:06,5.67732E+17,"Lawrsh Ainjellush, CA",Eastern Time (US & Canada)
negative,Customer Service Issue,Southwest,,mal0877,0,@SouthwestAir thank you. I was given this same reply 2 years ago. Can you direct me to an area I can learn more about the improvements?,2/17/15 9:05,5.67732E+17,,
negative,Customer Service Issue,Southwest,,blackrivervaper,0,@SouthwestAir just disconnected my call after 2.5 hours without even speaking to me. #octaviannightmare,2/17/15 9:05,5.67732E+17,,
negative,Customer Service Issue,Southwest,,elliemybellie,0,@SouthwestAir injured at check in yesterday. U told me to go to dr. on hold with SWA for over hour trying to talk with someone. suggestions?,2/17/15 9:04,5.67731E+17,,
negative,Customer Service Issue,Southwest,,TJGoertz,0,@SouthwestAir Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future. Can u help?,2/17/15 9:02,5.67731E+17,Toronto,Eastern Time (US & Canada)
negative,Customer Service Issue,Southwest,,eguroff,0,"@SouthwestAir have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?",2/17/15 8:58,5.6773E+17,"Nashville, TN",Central Time (US & Canada)
negative,Customer Service Issue,Southwest,,laurenaddell,0,@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!,2/17/15 8:56,5.67729E+17,"New York, New York",Eastern Time (US & Canada)
negative,Customer Service Issue,Southwest,,matthewhyah,0,"@SouthwestAir I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes, time",2/17/15 8:56,5.67729E+17,USA,
neutral,,Southwest,,deantak,0,@SouthwestAir sent,2/17/15 8:54,5.67729E+17,Silicon Valley,Pacific Time (US & Canada)
negative,Cancelled Flight,Southwest,,onestitchshort,0,"@SouthwestAir Flight Cancelled Flightled, reFlight Booking Problems online has not worked, on my second round of hold (3 hrs now). Any other options?",2/17/15 8:53,5.67729E+17,Texas,Central Time (US & Canada)
negative,Flight Attendant Complaints,Southwest,,SkySmiles737,0,@SouthwestAir kudos to the #RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500,2/17/15 8:52,5.67728E+17,,
neutral,,Southwest,,jcfly123,0,@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?,2/17/15 8:51,5.67728E+17,"Nashville, TN",Mountain Time (US & Canada)
neutral,,Southwest,,city2countryTN,0,@SouthwestAir do you think the flights out of Nashville will be Cancelled Flighted tomorrow?,2/17/15 8:49,5.67727E+17,TN,
negative,Cancelled Flight,Southwest,,RichieGlod,0,@SouthwestAir do you not try to get customers to their destinations? No help to get on another airline if you had no flights for 3 days?,2/17/15 8:47,5.67727E+17,,
negative,Bad Flight,Southwest,,mal0877,0,"@SouthwestAir I'm an A-list Preferred customer and very loyal SWA. However, your inflight wifi is no better today than it was 4 years ago.",2/17/15 8:47,5.67727E+17,,
positive,,Southwest,,tonyapoe,0,@SouthwestAir  Thank you.,2/17/15 8:40,5.67725E+17,,Mountain Time (US & Canada)
negative,Flight Booking Problems,Southwest,,jjenreich,1,"@SouthwestAir too bad I'm getting this memo: ""Your reservation contains modifications that prevent you from changing it online."" #FUSTURATED",2/17/15 8:39,5.67725E+17,Fort Lauderdale,Central Time (US & Canada)
negative,Customer Service Issue,Southwest,,GameDaySweetie,0,"@SouthwestAir almost 2 hours on hold, 2 hours of my life I can't get back.... Thanks http://t.co/IyUZM2PUVS",2/17/15 8:36,5.67724E+17,"Nashville, TN",
negative,Late Flight,Southwest,,deantak,0,@SouthwestAir discount for three delays?,2/17/15 8:33,5.67724E+17,Silicon Valley,Pacific Time (US & Canada)
negative,Customer Service Issue,Southwest,,faithfabulous,0,@SouthwestAir tried online and told I must call b/c of modifications to my reservation. Been on hold for almost 2 hours.,2/17/15 8:33,5.67723E+17,District of Corruption,Quito
positive,,Southwest,,spstpierre,0,@SouthwestAir + @twitter  = outstanding customer service!  Thank you!,2/17/15 8:31,5.67723E+17,"Nashville, TN",Mountain Time (US & Canada)
positive,,Southwest,,christooma,0,@SouthwestAir finally!,2/17/15 8:31,5.67723E+17,"Nashville, TN",Central Time (US & Canada)
neutral,,Southwest,,scottglass70,0,@SouthwestAir trying to get through to cust relations. Is there another # to use?,2/17/15 8:30,5.67723E+17,"Midlothian, Virginia",
neutral,,Southwest,,dontbhave,0,@SouthwestAir Where should I fly by May 3rd? Plz advise.,2/17/15 8:30,5.67723E+17,"Broomfield, CO",Mountain Time (US & Canada)
negative,Customer Service Issue,Southwest,,misskennedys,1,@SouthwestAir has the WORST customer service of any airline I've ever flown.,2/17/15 8:30,5.67723E+17,,Central Time (US & Canada)
negative,Customer Service Issue,Southwest,,ClaudddiaVS,0,@SouthwestAir I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.,2/17/15 8:28,5.67722E+17,"Northridge, CA",Pacific Time (US & Canada)
negative,Cancelled Flight,Southwest,,challemann,0,@SouthwestAir Hi-My flight (BNA to LGA) was Cancelled Flighted this morning--#1814. Looks like other flights out of BNA are taking off. Any chance?,2/17/15 8:28,5.67722E+17,New York,Eastern Time (US & Canada)
neutral,,Southwest,,matthewhyah,0,@SouthwestAir Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None,2/17/15 8:26,5.67722E+17,USA,
neutral,,Southwest,,momof43s,0,@SouthwestAir:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SU۝@tori_leggieri,2/17/15 8:26,5.67722E+17,,Eastern Time (US & Canada)
negative,Customer Service Issue,Southwest,,kristaallison28,0,@SouthwestAir Cancelled Flightled my flight out of BNA today. Been on hold for an hour. _ #frustrated!,2/17/15 8:24,5.67721E+17,orlando,
positive,,Southwest,,RachFee,0,"@SouthwestAir Beautiful, thanks a ton!",2/17/15 8:22,5.67721E+17,"London, Ontario, Canada",Central Time (US & Canada)
negative,Flight Booking Problems,Southwest,,portugrad,0,@SouthwestAir tried to rebook online but it says that I have to pay $200 for difference in price. Please help,2/17/15 8:19,5.6772E+17,Chicagoland Area,Central Time (US & Canada)
negative,Late Flight,Southwest,,DaxJeter,0,@SouthwestAir I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?,2/17/15 8:16,5.67719E+17,"Nashville,TN",
negative,Customer Service Issue,Southwest,,mrs_laurelanne,0,@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.,2/17/15 8:15,5.67719E+17,,
negative,Customer Service Issue,Southwest,,MyMissus,0,@SouthwestAir Guys for real. I've been on hold for 4+ hours including one hangup. Please have someone reach out so I can get my $ back.,2/17/15 8:14,5.67719E+17,"Brooklyn, NY",Eastern Time (US & Canada)
neutral,,Southwest,neutral,RachFee,0,@southwestair - kind of early but any idea when dates through the first week of sept will come available?,2/17/15 8:11,5.67718E+17,"London, Ontario, Canada",Central Time (US & Canada)
negative,Late Flight,Southwest,,PorterHaney,0,@SouthwestAir the last 4 times I've arrived @LASairport our gate has been blocked by a slow to depart plane leading to 30-60 min delays,2/17/15 8:09,5.67717E+17,Las Vegas,Pacific Time (US & Canada)
negative,Customer Service Issue,Southwest,,sahandmirza,0,@SouthwestAir been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?,2/17/15 8:03,5.67716E+17,"San Francisco, CA",
negative,Customer Service Issue,Southwest,,kukalong,0,@SouthwestAir Hoping you answer the phone today?,2/17/15 8:02,5.67716E+17,"Phoenix, AZ",Arizona
negative,Customer Service Issue,Southwest,,CBSsoxfan,0,"@SouthwestAir husband on hold 2.5 hrs, got disconnected!New wait 30 min. Can't confirm res due to the fact he booked on line! Nuts!",2/17/15 7:55,5.67714E+17,Rhode Island,
positive,,Southwest,,DaxJeter,0,@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?,2/17/15 7:53,5.67713E+17,"Nashville,TN",
negative,Can't Tell,Southwest,,Raven_TheGreat,0,@SouthwestAir why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH,2/17/15 7:17,5.67704E+17,"Dallas, TX",Central Time (US & Canada)
negative,Cancelled Flight,Southwest,,lucasdavidson,0,@SouthwestAir on hold for 2 hours and then you hung up 3 Cancelled Flightled flights. Running out of daycare for our kids who are trapped at home.,2/17/15 7:09,5.67702E+17,,Eastern Time (US & Canada)
negative,Flight Booking Problems,Southwest,,kabell87,0,@SouthwestAir  this is really unhelpful. Why can't I rebook online? http://t.co/N5O43sVl8i,2/17/15 6:30,5.67693E+17,,
negative,Flight Attendant Complaints,Southwest,,MMKuderka,0,@SouthwestAir allows other passengers 2 harass u after their gate agents mistakeFURIOUS they are doing NOTHING about it &amp; my 6yo was scared,2/17/15 6:29,5.67692E+17,,Arizona
negative,Cancelled Flight,Southwest,,kabell87,0,@SouthwestAir flight was Cancelled Flightled and it won't let me rebook online. Wait time on phone is too long. Please help,2/17/15 6:13,5.67688E+17,,
neutral,,Southwest,,DubCook,0,"@SouthwestAir Guys, we've got to do something about the inability to check in online for international  flight that has... (1/2)",2/17/15 6:13,5.67688E+17,"Downtown Dallas, Texas",Central Time (US & Canada)
neutral,,Southwest,,Tinygami,0,@SouthwestAir Is it a temporary site glitch or are you no longer offering flights from GRR to GEG after Feb? Can't find any online :(,2/17/15 6:07,5.67687E+17,Michigan,Tehran
negative,Customer Service Issue,Southwest,,WorkingWify,0,@SouthwestAir won't answer their phones #HorribleService #NeverAgain #frustrated #AnswerThePhone,2/17/15 5:27,5.67677E+17,America,
negative,Late Flight,Southwest,,followkashyap,0,@SouthwestAir We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.,2/17/15 4:35,5.67664E+17,USA,Eastern Time (US & Canada)
positive,,Southwest,,rjp1208,0,@SouthwestAir nice work on the update!,2/17/15 4:03,5.67655E+17,,Pacific Time (US & Canada)
negative,Customer Service Issue,Southwest,,mrshossruns,0,@SouthwestAir you guys there? Are we on hour 2 of our phone hold at 3am bc of volume or short staffing?,2/17/15 1:30,5.67617E+17,,Eastern Time (US & Canada)
negative,Customer Service Issue,Southwest,,VahidESQ,0,"@SouthwestAir its cool that my bags take a bit longer, dont give me baggage blue balls-turn the carousel on, tell me it's coming, then not.",2/17/15 0:00,5.67594E+17,"Los Angeles, CA",Pacific Time (US & Canada)
positive,,Delta,,jaxbra,0,"@JetBlue Yesterday on my way from EWR to FLL just after take-off. :)
#wheelsup #JetBlueSoFly http://t.co/9xkiy0Kq2j",2/24/15 11:48,5.70309E+17,"east brunswick, nj",Atlantic Time (Canada)
neutral,,Delta,,Oneladyyouadore,0,@JetBlue I hope so because I fly very often and would hate to change airlines.,2/24/15 11:48,5.70309E+17,Georgia,Quito
neutral,,Delta,,Oneladyyouadore,0,"@JetBlue flight 1041 to Savannah, GA",2/24/15 11:45,5.70309E+17,Georgia,Quito
negative,Flight Attendant Complaints,Delta,,Oneladyyouadore,0,"@JetBlue They weren't on any flight, they just came Late Flight. Your JetBlue employee just informed us!",2/24/15 11:42,5.70308E+17,Georgia,Quito
negative,Bad Flight,Delta,,Oneladyyouadore,0,@JetBlue everyone is here but our pilots are no where to be found and my last flight the plane was dirty that I had to clean my area &amp; seat!,2/24/15 11:32,5.70305E+17,Georgia,Quito
neutral,,Delta,,culinarymindz,0,"@JetBlue update on Flight 462 would be appreciated when you have time, thanks",2/24/15 11:31,5.70305E+17,,
neutral,,Delta,,kbosspotter,0,@JetBlue check DM please :),2/24/15 11:30,5.70305E+17,Logan International Airport,Atlantic Time (Canada)
negative,Flight Booking Problems,Delta,,heyheyman,0,"@JetBlue Hey guys, why did my last flight earn me 0 pts? http://t.co/1syWlmTZek",2/24/15 11:26,5.70304E+17,"Boston, MA",Eastern Time (US & Canada)
negative,Can't Tell,Delta,,erinkphares,0,@JetBlue 2 aisles of empty #evermoreroom seats and we can't move bc we didn't pay?! #nonsense #Waste #JetBlue #jetbluebos #cheap,2/24/15 11:11,5.703E+17,,
negative,Flight Attendant Complaints,Delta,,chuck_martin,0,@JetBlue ۪s Marty St. George really has zero clue. How does he still have a job? #nobaggagefees http://t.co/tjDzaMHPEw,2/24/15 11:01,5.70297E+17,SF Bay Area,Pacific Time (US & Canada)
negative,Flight Booking Problems,Delta,,Marty_H,0,@JetBlue they booked me for tomorrow. It's $250 higher. My 1st reservation is PGFRYZ. Get me on standby list 4 tonight would help.,2/24/15 10:57,5.70296E+17,,Eastern Time (US & Canada)
neutral,,Delta,,johnfmartin67,0,"@JetBlue Submitted, hoping for quick decision, tied to another donation we just received:
Proposal- 27th Annual Gala
Org- Boundless Readers",2/24/15 10:56,5.70296E+17,Chicago,Newfoundland
negative,Cancelled Flight,Delta,negative,Marty_H,0,@JetBlue but by Cancelled Flighting my flight and pushing me to the next day I'd lose $150 hotel which was why I was trying to get a same-day flight.,2/24/15 10:52,5.70295E+17,,Eastern Time (US & Canada)
positive,,Delta,,Sujecuevas19,0,@JetBlue thank you for the information.,2/24/15 10:49,5.70294E+17,,Athens
neutral,,Delta,,idk_but_youtube,0,@JetBlue did you know that suicide is the second leading cause of death among teens 10-24,2/24/15 10:46,5.70294E+17,1/1 loner squad,Eastern Time (US & Canada)
neutral,,Delta,,Sujecuevas19,0,@JetBlue Ok and in Dominican Republic what numbers?,2/24/15 10:46,5.70294E+17,,Athens
negative,Flight Booking Problems,Delta,,tahlia_simpson,0,@JetBlue ive tried on my phone and laptop :(,2/24/15 10:41,5.70292E+17,,
negative,Cancelled Flight,Delta,,Marty_H,0,@JetBlue Cancelled Flighted my flight. Went with another airline 2 leave 2day. They Cancelled Flighted also. Called JetBlue &amp; got same flight but now $250 more_Լ,2/24/15 10:40,5.70292E+17,,Eastern Time (US & Canada)
neutral,,Delta,,muneca641,0,@JetBlue sale please soon?? I need a tan,2/24/15 10:39,5.70292E+17,,Quito
neutral,,Delta,,theREAL_Tiffany,0,@JetBlue Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop,2/24/15 10:39,5.70292E+17,Somewhere eating swine...,Eastern Time (US & Canada)
neutral,,Delta,,Sujecuevas19,0,"@JetBlue Hello Good afternoon how are you, I need know how much flying for summer from june 13th.",2/24/15 10:38,5.70292E+17,,Athens
negative,Flight Booking Problems,Delta,,tahlia_simpson,0,@JetBlue just wondering if the website is having issues today. Trying to book a flight with my visa I always use and its rejecting it.,2/24/15 10:38,5.70292E+17,,
negative,Late Flight,Delta,,miss_caitb,0,"@JetBlue upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO",2/24/15 10:37,5.70291E+17,,Central Time (US & Canada)
neutral,,Delta,,theREAL_Tiffany,0,@JetBlue Not for the dates or destination I'm headed _,2/24/15 10:36,5.70291E+17,Somewhere eating swine...,Eastern Time (US & Canada)
negative,Customer Service Issue,Delta,,_carolion,0,"@JetBlue I've spent three hours talking to all different people, most of which couldn't help. I probably won't be using JetBlue again.",2/24/15 10:30,5.7029E+17,,Quito
positive,,Delta,,MmmRubin,0,@JetBlue great.,2/24/15 10:29,5.7029E+17,,Eastern Time (US & Canada)
positive,,Delta,,Fendog75,0,@JetBlue thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. _,2/24/15 10:27,5.70289E+17,Canton MA,Eastern Time (US & Canada)
neutral,,Delta,,DaniP0915,0,"@JetBlue flying w/ infant for the 1st time, can I bring a canister of powder formula for a carry on and/or use my plastic formula divider?",2/24/15 10:23,5.70288E+17,"T: 40.907502,-73.85468",Quito
positive,,Delta,,MmmRubin,0,@JetBlue flight 117. proud to fly Jet Blue!,2/24/15 10:22,5.70288E+17,,Eastern Time (US & Canada)
positive,,Delta,,lizgottbrecht,0,"@JetBlue awesome, thanks! on hold now.",2/24/15 10:22,5.70288E+17,"Boston, MA ",Eastern Time (US & Canada)
neutral,,Delta,,_carolion,0,"@JetBlue I'm not sure if you can do anything to help me with that, but if you can that'd be great.",2/24/15 10:21,5.70287E+17,,Quito
negative,Customer Service Issue,Delta,,_carolion,0,@JetBlue I had to call back five times to get someone on the phone who knew what they were doing. By that time my getaway went up by $200.,2/24/15 10:20,5.70287E+17,,Quito
negative,Flight Booking Problems,Delta,,cmcook,0,@JetBlue Are there really no flights from the Bay Area to Chicago anymore? Lame. So lame.,2/24/15 10:11,5.70285E+17,In Oakland; Hoosier at heart,Pacific Time (US & Canada)
negative,Flight Booking Problems,Delta,,lizgottbrecht,0,"@JetBlue can't book a flight because of outdated, forced opt-in ""Verified by Visa"" nonsense. Help a girl out? I just want to get to @sxsw",2/24/15 10:11,5.70285E+17,"Boston, MA ",Eastern Time (US & Canada)
neutral,,Delta,,Arevans87,0,@JetBlue Stop trying to make #fleek happen! #PointsMe,2/24/15 9:55,5.70281E+17,,
negative,Customer Service Issue,Delta,,YvonneTrimble,0,@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter,2/24/15 9:55,5.70281E+17,"Port au Prince, Haiti",Eastern Time (US & Canada)
positive,,Delta,,AndrewGresenz,0,"@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places...",2/24/15 9:55,5.70281E+17,"Stoughton, MA",Eastern Time (US & Canada)
positive,,Delta,,MattHaze,0,@JetBlue I did see that! Working on picking up a trip or two as we type.,2/24/15 9:52,5.7028E+17,New York-ish + Airport Bars,Eastern Time (US & Canada)
negative,Can't Tell,Delta,,ch00bee,0,@JetBlue it's poop and barely works,2/24/15 9:51,5.7028E+17,,Atlantic Time (Canada)
positive,,Delta,,leezbtv,0,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :),2/24/15 9:46,5.70279E+17,Seattle,Pacific Time (US & Canada)
negative,Bad Flight,Delta,,ch00bee,0,@JetBlue your wifi is a lie and i hate you,2/24/15 9:43,5.70278E+17,,Atlantic Time (Canada)
negative,Flight Booking Problems,Delta,,BethRunsDisney,0,@JetBlue Is there an issue with your website and logging on? (App too?) I know I am entering info correctly but cannot sign in! :(,2/24/15 9:41,5.70277E+17,NYC,Eastern Time (US & Canada)
negative,Can't Tell,Delta,,leezbtv,0,"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg.",2/24/15 9:40,5.70277E+17,Seattle,Pacific Time (US & Canada)
positive,,Delta,,Sanr1ck,0,@JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!,2/24/15 9:39,5.70277E+17,US,Eastern Time (US & Canada)
neutral,,Delta,,markmacg1,0,@JetBlue flight 462 to Boston delayed due to weather in Tampa?,2/24/15 9:25,5.70273E+17,,
neutral,,Delta,,terrybrokebad,0,"More like BaeJet Airways, amirite?

@JetBlue: @terrybrokebad Right back at ya!۝",2/24/15 9:04,5.70268E+17,"Newcastle, Uk",Casablanca
neutral,,Delta,,b_econ,0,@JetBlue are @AskAmex Amex Plat holders provided access or a credit in the Airspace Lounge in JKF?,2/24/15 9:02,5.70268E+17,,
neutral,,Delta,,peterfransson,0,"@JetBlue many thanks, as always your employees are professional and courteous. Whenever I have the option, you are my go-to airlines.",2/24/15 9:02,5.70268E+17,Inter/Outer-Continental U.S.,Eastern Time (US & Canada)
neutral,,Delta,,JasonBXNY0619,0,@JetBlue Come on and provide service from Destin- Fort Walton Beach Airport,2/24/15 9:01,5.70267E+17," Bronx, NY / Destin, Fl",Santiago
negative,Customer Service Issue,Delta,,heyheyman,0,@JetBlue I appreciate the credit for my troubles but the lack of personal response troubles me.,2/24/15 8:55,5.70266E+17,"Boston, MA",Eastern Time (US & Canada)
