Age,WorkClass,Education,MartialStatus,Occupation,Relationship,Race,Sex,HoursPerWeek,NativeCountry,GE50K
50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
77,Private,7th-8th,Widowed,Priv-house-serv,Unmarried,White,Female,23,United-States,0
33,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0
47,Self-emp-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0
64,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0
34,Local-gov,HS-grad,Never-married,Prof-specialty,Unmarried,Black,Female,35,United-States,0
67,Local-gov,Masters,Never-married,Exec-managerial,Other-relative,White,Female,72,United-States,1
37,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
22,,Some-college,Never-married,,Own-child,White,Female,29,United-States,0
50,Self-emp-not-inc,Doctorate,Divorced,Sales,Not-in-family,White,Male,64,United-States,0
60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
46,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,43,United-States,0
44,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
43,Private,HS-grad,Married-civ-spouse,Sales,Other-relative,White,Female,44,Poland,0
48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,El-Salvador,1
36,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,40,Nicaragua,0
48,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,43,United-States,0
37,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
51,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
52,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
27,Private,5th-6th,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,20,Vietnam,0
43,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
23,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,25,United-States,0
66,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yugoslavia,1
37,Self-emp-not-inc,10th,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,0
35,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
42,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
49,Private,10th,Never-married,Other-service,Unmarried,White,Female,38,Peru,0
51,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
71,Federal-gov,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Male,9,United-States,0
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
63,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,0
41,State-gov,Masters,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,0
24,State-gov,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,0
41,Local-gov,Some-college,Divorced,Other-service,Unmarried,White,Female,45,United-States,0
33,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
42,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,0
23,Private,Bachelors,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,40,United-States,0
49,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,38,United-States,0
28,Self-emp-not-inc,12th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,40,United-States,0
31,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,56,Mexico,0
28,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Male,35,United-States,0
37,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,0
19,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0
51,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,26,United-States,0
25,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,41,United-States,0
49,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0
47,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,45,United-States,0
48,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0
41,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
32,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
26,,HS-grad,Never-married,,Unmarried,White,Female,16,United-States,0
46,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,0
17,Private,10th,Never-married,Sales,Own-child,White,Female,20,United-States,0
34,Private,11th,Divorced,Handlers-cleaners,Not-in-family,White,Male,43,United-States,0
44,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,30,United-States,0
23,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,20,United-States,0
35,Private,Some-college,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,20,United-States,0
30,Private,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0
65,,Some-college,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,20,United-States,0
34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,Jamaica,0
34,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
39,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
28,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
53,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,1
34,Private,11th,Never-married,Transport-moving,Unmarried,White,Male,40,United-States,0
21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
53,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,0
54,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,1
32,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40,United-States,0
39,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States,0
39,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,0
29,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Germany,0
29,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,1
20,,Some-college,Never-married,,Own-child,White,Male,15,United-States,0
39,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
45,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0
36,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
71,,Assoc-voc,Widowed,,Not-in-family,White,Female,40,United-States,0
62,,HS-grad,Married-civ-spouse,,Husband,White,Male,40,United-States,0
43,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,20,Mexico,0
31,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,58,United-States,0
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,32,United-States,1
45,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,1
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,0
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,1
32,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
43,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Female,60,United-States,0
34,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,27,United-States,0
66,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
46,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0
41,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,1
63,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,,0
55,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1
35,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
28,Private,9th,Never-married,Craft-repair,Not-in-family,White,Male,50,,1
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1
63,,HS-grad,Married-civ-spouse,,Husband,White,Male,20,United-States,0
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,1
30,Self-emp-not-inc,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,60,United-States,0
36,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,1
54,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
36,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1
78,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
77,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
28,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,0
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,72,United-States,1
37,Private,Bachelors,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Male,40,Philippines,0
34,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
22,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,0
54,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,50,United-States,0
21,Private,Some-college,Never-married,Sales,Own-child,White,Female,20,United-States,0
36,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
62,Self-emp-not-inc,HS-grad,Widowed,Adm-clerical,Other-relative,White,Female,30,United-States,0
40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
47,Self-emp-not-inc,Some-college,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,0
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,1
28,Private,5th-6th,Never-married,Craft-repair,Not-in-family,White,Male,40,Columbia,0
46,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0
22,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,0
37,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,25,Canada,0
69,Private,10th,Separated,Machine-op-inspct,Not-in-family,White,Female,28,Peru,0
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
53,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,21,Japan,1
20,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,35,United-States,0
22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0
48,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,0
40,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
68,,Some-college,Married-civ-spouse,,Husband,White,Male,20,United-States,0
39,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,55,United-States,0
57,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,Black,Male,40,Trinadad&Tobago,1
23,Private,10th,Never-married,Other-service,Unmarried,White,Male,60,Mexico,0
25,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,38,United-States,1
22,Private,HS-grad,Never-married,Prof-specialty,Own-child,Black,Male,40,United-States,0
23,Private,12th,Never-married,Priv-house-serv,Own-child,White,Male,30,United-States,0
41,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
25,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,25,United-States,0
58,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
33,Private,HS-grad,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,45,Japan,0
28,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,0
19,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,25,United-States,0
44,Private,Some-college,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States,0
68,Private,Preschool,Never-married,Machine-op-inspct,Not-in-family,White,Male,10,United-States,0
33,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
24,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
31,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Female,40,Mexico,0
29,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
65,Private,9th,Widowed,Sales,Not-in-family,White,Female,40,United-States,0
55,Private,HS-grad,Widowed,Adm-clerical,Other-relative,White,Female,40,United-States,0
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
27,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,0
41,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,30,United-States,0
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
22,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0
41,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
66,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,4,United-States,0
38,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,60,United-States,0
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,United-States,1
40,Local-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,0
32,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
30,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,35,Mexico,0
35,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
33,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,60,United-States,0
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0
53,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
27,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,United-States,0
22,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Female,15,United-States,0
26,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,36,United-States,0
64,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,21,United-States,0
48,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,0
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
26,Private,Some-college,Never-married,Sales,Unmarried,White,Female,40,,0
35,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
65,Self-emp-not-inc,Some-college,Widowed,Exec-managerial,Unmarried,White,Female,45,United-States,0
53,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
18,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,54,Mexico,0
34,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1
28,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,40,Guatemala,0
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
61,,Bachelors,Married-civ-spouse,,Husband,White,Male,10,United-States,0
59,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
32,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,1
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,0
25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
81,Private,1st-4th,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,Poland,0
47,Private,HS-grad,Separated,Other-service,Other-relative,Black,Female,35,United-States,0
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
37,Private,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,30,United-States,0
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,1
37,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0
41,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1
27,,5th-6th,Married-civ-spouse,,Wife,White,Female,40,Mexico,0
55,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Poland,1
60,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
22,Private,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,White,Male,36,,0
23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,25,United-States,0
19,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,60,United-States,0
45,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,1
36,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,30,United-States,0
46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
48,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,0
29,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,20,United-States,0
39,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
26,Private,HS-grad,Never-married,Exec-managerial,Own-child,Other,Female,40,Mexico,0
37,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Male,25,United-States,0
49,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
27,Private,Bachelors,Never-married,Sales,Own-child,White,Male,40,United-States,0
28,Private,10th,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Mexico,0
35,Private,Some-college,Divorced,Sales,Unmarried,White,Female,30,United-States,0
54,,HS-grad,Married-civ-spouse,,Husband,White,Male,40,United-States,0
17,Private,10th,Never-married,Other-service,Own-child,White,Male,40,United-States,0
18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,0
33,Private,Some-college,Never-married,Adm-clerical,Unmarried,Other,Female,38,United-States,0
33,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,60,United-States,0
51,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,0
49,Private,HS-grad,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,United-States,0
49,Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,0
41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,1
64,Private,1st-4th,Divorced,Priv-house-serv,Not-in-family,White,Female,12,United-States,0
40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
49,Federal-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,0
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0
34,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
38,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
47,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,86,United-States,0
30,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,0
36,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
23,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
47,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,0
61,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,Canada,0
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
56,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
20,Private,12th,Never-married,Sales,Not-in-family,White,Female,55,United-States,0
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,46,United-States,1
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,1
38,,HS-grad,Married-civ-spouse,,Wife,White,Female,35,United-States,0
34,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
56,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0
32,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Female,23,United-States,0
26,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
49,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,1
71,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,15,United-States,0
20,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0
42,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,0
51,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,United-States,1
38,Private,Some-college,Married-spouse-absent,Prof-specialty,Own-child,Black,Female,40,United-States,0
38,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
35,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,25,United-States,0
24,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,0
40,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Male,40,United-States,0
21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,0
49,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0
18,,Some-college,Never-married,,Own-child,Black,Female,24,United-States,0
54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
52,Private,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,42,United-States,0
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,0
20,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
38,,Masters,Married-civ-spouse,,Wife,Black,Female,2,United-States,1
31,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
25,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
19,Federal-gov,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,20,England,0
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
23,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
34,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0
42,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,50,United-States,1
37,Local-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0
25,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0
40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
33,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,0
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
32,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0
63,,Bachelors,Married-civ-spouse,,Husband,White,Male,8,United-States,1
54,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,1
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,0
29,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,0
26,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
39,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0
57,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
54,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0
57,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
23,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
42,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States,1
31,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
49,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States,0
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
46,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,30,United-States,0
37,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,60,United-States,0
26,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
27,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,0
24,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,25,United-States,0
24,Self-emp-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
29,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,34,United-States,0
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
26,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,45,United-States,0
